date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:50:35	149114/149114	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Apr%202026%2014:50:32%20GMT	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/Video_grid/css/frontend.css?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/Video_grid/css/frontend0660.css	(from http://127.0.0.1/newswave/)
15:50:38	149117/149117	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Apr%202026%2014:50:35%20GMT	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/Video_grid/css/gresponsive.css?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/Video_grid/css/gresponsive0660.css	(from http://127.0.0.1/newswave/)
15:50:38	0/0	---M--	200	added ('OK')	text/css	etag:%220-60e1d517a6d47%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/video_grid2/css/frontend.css?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/video_grid2/css/frontend0660.css	(from http://127.0.0.1/newswave/)
15:50:39	323/323	---M--	200	added ('OK')	text/css	etag:%22143-6200790285a67%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/youtube_video/css/frontend.css?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/youtube_video/css/frontend0660.css	(from http://127.0.0.1/newswave/)
15:50:40	109/109	---M--	200	added ('OK')	text/css	etag:%226d-61f8d3810c6ed%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/youtube_video/css/gresponsive.css?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/youtube_video/css/gresponsive0660.css	(from http://127.0.0.1/newswave/)
15:50:41	352/352	---M--	200	added ('OK')	text/css	etag:%22160-632a5f9058c35%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/youtube_playlist/css/frontend.css?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/youtube_playlist/css/frontend0660.css	(from http://127.0.0.1/newswave/)
15:50:42	109/109	---M--	200	added ('OK')	text/css	etag:%226d-6201b5b64c6bd%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/youtube_playlist/css/gresponsive.css?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/youtube_playlist/css/gresponsive0660.css	(from http://127.0.0.1/newswave/)
15:50:43	17688/17688	---M--	200	added ('OK')	text/css	etag:%224518-648717999db98%22	http://127.0.0.1/newswave/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=8.5.4	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/plugins/woocommerce/assets/css/woocommerce-layout055d.css	(from http://127.0.0.1/newswave/)
15:50:44	7043/7043	---M--	200	added ('OK')	text/css	etag:%221b83-648717999e166%22	http://127.0.0.1/newswave/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=8.5.4	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen055d.css	(from http://127.0.0.1/newswave/)
15:50:45	75125/75125	---M--	200	added ('OK')	text/css	etag:%2212575-648717999da86%22	http://127.0.0.1/newswave/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.5.4	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/plugins/woocommerce/assets/css/woocommerce055d.css	(from http://127.0.0.1/newswave/)
15:50:47	70503/70503	---M--	200	added ('OK')	text/css	etag:%2211367-62487a11d3e99%22	http://127.0.0.1/newswave/wp-content/uploads/maxmegamenu/style.css?ver=e72bb2	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/uploads/maxmegamenu/style8877.css	(from http://127.0.0.1/newswave/)
15:50:49	59016/59016	---M--	200	added ('OK')	text/css	etag:%22e688-626b69c7e1094%22	http://127.0.0.1/newswave/wp-includes/css/dashicons.min.css?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-includes/css/dashicons.min0660.css	(from http://127.0.0.1/newswave/)
15:50:51	131212/131212	---M--	200	added ('OK')	text/css	etag:%222008c-64e67f23f809f%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/style.css?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/style0660.css	(from http://127.0.0.1/newswave/)
15:50:53	945/945	---M--	200	added ('OK')	text/css	etag:%223b1-62487a07eab73%22	http://127.0.0.1/newswave/wp-content/themes/wavepress-child/style.css?ver=1.0.0	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress-child/style8a54.css	(from http://127.0.0.1/newswave/)
15:50:53	104611/104611	---M--	200	added ('OK')	text/css	etag:%22198a3-6332263e24dc0%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/style.min.css?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/style.min0660.css	(from http://127.0.0.1/newswave/)
15:50:55	144883/144883	---M--	200	added ('OK')	text/css	etag:%22235f3-5f766876bcb01%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/css/bootstrap.min.css?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/css/bootstrap.min0660.css	(from http://127.0.0.1/newswave/)
15:50:57	1011/1011	---M--	200	added ('OK')	text/css	etag:%223f3-64e767702700f%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/css/styles.css?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/css/styles0660.css	(from http://127.0.0.1/newswave/)
15:50:57	3356/3356	---M--	200	added ('OK')	text/css	etag:%22d1c-5f766877e62ad%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/css/owl_carousel/owl.carousel.min.css?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/css/owl_carousel/owl.carousel.min0660.css	(from http://127.0.0.1/newswave/)
15:50:58	1018/1018	---M--	200	added ('OK')	text/css	etag:%223fa-5f766877e64a1%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/css/owl_carousel/owl.theme.default.min.css?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/css/owl_carousel/owl.theme.default.min0660.css	(from http://127.0.0.1/newswave/)
15:50:59	33361/33361	---M--	200	added ('OK')	text/css	etag:%228251-6327bb2b63237%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/css/gflex/gflex.min.css?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/css/gflex/gflex.min0660.css	(from http://127.0.0.1/newswave/)
15:51:01	2036/2036	---M--	200	added ('OK')	text/css	etag:%227f4-621d6aa136810%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/css/jquery.feedBackBox.css?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/css/jquery.feedBackBox0660.css	(from http://127.0.0.1/newswave/)
15:51:01	102641/102641	---M--	200	added ('OK')	text/css	etag:%22190f1-60b5136729780%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/css/font-awesome/6.5.1/css/all.min.css?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/css/font-awesome/6.5.1/css/all.min0660.css	(from http://127.0.0.1/newswave/)
15:51:03	10630/10630	---M--	200	added ('OK')	text/css	etag:%222986-626272d5bacd2%22	http://127.0.0.1/newswave/wp-content/plugins/sassy-social-share/public/css/sassy-social-share-public.css?ver=3.3.69	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/plugins/sassy-social-share/public/css/sassy-social-share-public0110.css	(from http://127.0.0.1/newswave/)
15:51:03	21641/21641	---M--	200	added ('OK')	text/css	etag:%225489-64ba71fcb695a%22	http://127.0.0.1/newswave/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.47.0	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min7f15.css	(from http://127.0.0.1/newswave/)
15:51:05	54666/54666	---M--	200	added ('OK')	text/css	etag:%22d58a-64ba71fc57064%22	http://127.0.0.1/newswave/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.35.3	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/plugins/elementor/assets/css/frontend.min5be5.css	(from http://127.0.0.1/newswave/)
15:51:07	1167/1167	---M--	200	added ('OK')	text/css	etag:%2248f-64e67d4c62e34%22	http://127.0.0.1/newswave/wp-content/uploads/elementor/css/post-2601.css?ver=1775057718	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/uploads/elementor/css/post-26014dde.css	(from http://127.0.0.1/newswave/)
15:51:07	0/0	---M--	200	added ('OK')	text/css	etag:%220-603684d8bcb7b%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/slideshow_2/css/frontend.css?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/slideshow_2/css/frontend0660.css	(from http://127.0.0.1/newswave/)
15:51:08	0/0	---M--	200	added ('OK')	text/css	etag:%220-603684d8bcb7b%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/slideshow/css/frontend.css?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/slideshow/css/frontend0660.css	(from http://127.0.0.1/newswave/)
15:51:09	77/77	---M--	200	added ('OK')	text/css	etag:%224d-64ba71fcb4bdf%22	http://127.0.0.1/newswave/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?ver=3.35.3	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min5be5.css	(from http://127.0.0.1/newswave/)
15:51:10	0/0	---M--	200	added ('OK')	text/css	etag:%220-603684d8bcb7b%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/carousel_1/css/frontend.css?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/carousel_1/css/frontend0660.css	(from http://127.0.0.1/newswave/)
15:51:11	0/0	---M--	200	added ('OK')	text/css	etag:%220-603684d8bcb7b%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/carousel_2/css/frontend.css?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/carousel_2/css/frontend0660.css	(from http://127.0.0.1/newswave/)
15:51:12	1982/1982	---M--	200	added ('OK')	text/css	etag:%227be-64e67d4c9c8e7%22	http://127.0.0.1/newswave/wp-content/uploads/elementor/css/post-2603.css?ver=1775057718	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/uploads/elementor/css/post-26034dde.css	(from http://127.0.0.1/newswave/)
15:51:14	4689/4689	---MC-	200	added ('OK')	text/css	date:Thu,%2002%20Apr%202026%2014:51:13%20GMT	https://fonts.googleapis.com/css?family=Roboto:100,100italic,200,200italic,300,300italic,400,400italic,500,500italic,600,600italic,700,700italic,800,800italic,900,900italic&display=swap	/home/moon/websites/wavepress-static/fonts.googleapis.com/css65d3.css	(from http://127.0.0.1/newswave/)
15:51:15	2097/2097	---MC-	200	added ('OK')	text/css	date:Thu,%2002%20Apr%202026%2014:51:14%20GMT	https://fonts.googleapis.com/css?family=Roboto+Slab:100,100italic,200,200italic,300,300italic,400,400italic,500,500italic,600,600italic,700,700italic,800,800italic,900,900italic&display=swap	/home/moon/websites/wavepress-static/fonts.googleapis.com/cssb6c5.css	(from http://127.0.0.1/newswave/)
15:51:15	3523/3523	---M--	200	added ('OK')	application/x-javascript	etag:%22dc3-632a94d9f6a96%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/grid_1/js/frontend.js?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/grid_1/js/frontend0660.js	(from http://127.0.0.1/newswave/)
15:51:16	3523/3523	---M--	200	added ('OK')	application/x-javascript	etag:%22dc3-632ab8c12c743%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/grid_2/js/frontend.js?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/grid_2/js/frontend0660.js	(from http://127.0.0.1/newswave/)
15:51:17	3533/3533	---M--	200	added ('OK')	application/x-javascript	etag:%22dcd-632ad03581a0a%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/grid_4/js/frontend.js?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/grid_4/js/frontend0660.js	(from http://127.0.0.1/newswave/)
15:51:18	0/0	---M--	200	added ('OK')	application/x-javascript	etag:%220-6101c6bf11787%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/grid_5/js/frontend.js?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/grid_5/js/frontend0660.js	(from http://127.0.0.1/newswave/)
15:51:19	2474/2474	---M--	200	added ('OK')	application/x-javascript	etag:%229aa-632a948f8b11d%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/grid_7/js/frontend.js?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/grid_7/js/frontend0660.js	(from http://127.0.0.1/newswave/)
15:51:20	2954/2954	---M--	200	added ('OK')	application/x-javascript	etag:%22b8a-632ab8366d6fa%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/grid_8/js/frontend.js?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/grid_8/js/frontend0660.js	(from http://127.0.0.1/newswave/)
15:51:21	0/0	---M--	200	added ('OK')	application/x-javascript	etag:%220-6101c6fc0d687%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/social_links/js/frontend.js?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/social_links/js/frontend0660.js	(from http://127.0.0.1/newswave/)
15:51:22	3696/3696	---M--	200	added ('OK')	application/x-javascript	etag:%22e70-632ab99090577%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/products_grid/js/frontend.js?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/products_grid/js/frontend0660.js	(from http://127.0.0.1/newswave/)
15:51:23	0/0	---M--	200	added ('OK')	application/x-javascript	etag:%220-6101c70d00c6c%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/weather/js/frontend.js?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/weather/js/frontend0660.js	(from http://127.0.0.1/newswave/)
15:51:24	0/0	---M--	200	added ('OK')	application/x-javascript	etag:%220-6101c72c38906%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/categories/js/frontend.js?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/categories/js/frontend0660.js	(from http://127.0.0.1/newswave/)
15:51:25	0/0	---M--	200	added ('OK')	application/x-javascript	etag:%220-6101c70422d7e%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/tags/js/frontend.js?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/tags/js/frontend0660.js	(from http://127.0.0.1/newswave/)
15:51:26	4611/4611	---M--	200	added ('OK')	application/x-javascript	etag:%221203-63321ef7703f7%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/infinite_scroll/js/frontend.js?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/infinite_scroll/js/frontend0660.js	(from http://127.0.0.1/newswave/)
15:51:27	3475/3475	---M--	200	added ('OK')	application/x-javascript	etag:%22d93-632ab97401085%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/popular_posts/js/frontend.js?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/popular_posts/js/frontend0660.js	(from http://127.0.0.1/newswave/)
15:51:28	3477/3477	---M--	200	added ('OK')	application/x-javascript	etag:%22d95-632ab94256fc6%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/latest_posts/js/frontend.js?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/latest_posts/js/frontend0660.js	(from http://127.0.0.1/newswave/)
15:51:37	47645/47645	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2002%20Apr%202026%2014:51:29%20GMT	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/Video_grid/js/frontend.js?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/Video_grid/js/frontend0660.js	(from http://127.0.0.1/newswave/)
15:51:37	3406/3406	---M--	200	added ('OK')	application/x-javascript	etag:%22d4e-6154479e58fe2%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/video_grid2/js/frontend.js?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/video_grid2/js/frontend0660.js	(from http://127.0.0.1/newswave/)
15:51:38	622/622	---M--	200	added ('OK')	application/x-javascript	etag:%2226e-61ff6b310b989%22	http://127.0.0.1/newswave/wp-content/themes/wavepress/widgets/youtube_video/js/frontend.js?ver=6.6.5	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/themes/wavepress/widgets/youtube_video/js/frontend0660.js	(from http://127.0.0.1/newswave/)
15:51:39	87553/87553	---M--	200	added ('OK')	application/x-javascript	etag:%2215601-626b69c7fdd71%22	http://127.0.0.1/newswave/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-includes/js/jquery/jquery.minf43b.js	(from http://127.0.0.1/newswave/)
15:51:41	13577/13577	---M--	200	added ('OK')	application/x-javascript	etag:%223509-626b69c7fdd71%22	http://127.0.0.1/newswave/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://127.0.0.1/newswave/)
15:51:41	9636/9636	---M--	200	added ('OK')	application/x-javascript	etag:%2225a4-64871799c286c%22	http://127.0.0.1/newswave/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.8.5.4	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.minfa12.js	(from http://127.0.0.1/newswave/)
15:51:42	3037/3037	---M--	200	added ('OK')	application/x-javascript	etag:%22bdd-64871799c15d0%22	http://127.0.0.1/newswave/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=8.5.4	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min055d.js	(from http://127.0.0.1/newswave/)
15:51:43	1845/1845	---M--	200	added ('OK')	application/x-javascript	etag:%22735-64871799c3d21%22	http://127.0.0.1/newswave/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.8.5.4	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min706b.js	(from http://127.0.0.1/newswave/)
15:51:44	2139/2139	---M--	200	added ('OK')	application/x-javascript	etag:%2285b-64871799c2648%22	http://127.0.0.1/newswave/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=8.5.4	/home/moon/websites/wavepress-static/127.0.0.1/newswave/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min055d.js	(from http://127.0.0.1/newswave/)
